,invoice_id,quantity,total_price,profit,category,rating,payment_method,DateTime
4699,4731,3,216.0,103.68,Home and lifestyle,6.0,Credit card,2020-11-09 16:54:00
4700,4732,2,68.0,22.44,Fashion accessories,7.0,Credit card,2022-10-17 15:04:00
4701,4733,2,148.0,26.64,Home and lifestyle,4.0,Credit card,2022-09-09 16:56:00
4702,4734,1,61.0,29.28,Fashion accessories,7.0,Credit card,2022-10-04 18:37:00
4703,4735,3,54.0,25.92,Home and lifestyle,7.0,Credit card,2022-09-01 18:57:00
4704,4736,1,66.0,21.78,Fashion accessories,6.0,Credit card,2022-11-15 15:09:00
4705,4737,3,252.0,120.96,Home and lifestyle,9.0,Credit card,2023-09-04 16:09:00
4706,4738,3,198.0,35.64,Fashion accessories,9.0,Credit card,2020-09-26 16:25:00
4707,4739,2,116.0,38.28,Home and lifestyle,8.0,Credit card,2020-09-08 19:28:00
4708,4740,1,22.0,7.26,Fashion accessories,7.0,Credit card,2023-11-10 20:31:00
4709,4741,3,102.0,48.96,Home and lifestyle,9.0,Credit card,2021-11-14 18:57:00
4710,4742,3,105.0,37.8,Fashion accessories,9.0,Credit card,2023-11-22 16:02:00
4711,4743,2,138.0,45.54,Home and lifestyle,9.0,Credit card,2021-09-01 18:48:00
4712,4744,1,56.0,18.48,Fashion accessories,6.0,Credit card,2020-12-04 19:00:00
4713,4745,3,204.0,97.92,Home and lifestyle,4.0,Credit card,2020-12-12 18:06:00
4714,4746,1,41.0,19.68,Fashion accessories,5.0,Credit card,2022-12-07 18:58:00
4715,4747,1,34.0,16.32,Home and lifestyle,8.0,Credit card,2022-11-22 16:41:00
4716,4748,2,96.0,31.68,Fashion accessories,8.0,Credit card,2020-10-01 20:34:00
4717,4749,3,114.0,37.62,Home and lifestyle,7.0,Credit card,2021-12-18 19:38:00
4718,4750,3,120.0,57.6,Fashion accessories,7.0,Credit card,2021-12-06 20:21:00
4719,4751,2,164.0,78.72,Home and lifestyle,6.0,Credit card,2020-09-08 19:07:00
4720,4752,3,51.0,24.48,Fashion accessories,8.0,Credit card,2020-08-18 17:35:00
4721,4753,3,87.0,28.71,Home and lifestyle,8.0,Credit card,2022-12-19 18:48:00
4722,4754,3,183.0,87.84,Fashion accessories,5.0,Credit card,2022-12-15 16:04:00
4723,4755,1,23.0,11.04,Home and lifestyle,7.0,Credit card,2023-10-16 15:30:00
4724,4756,2,126.0,60.48,Fashion accessories,6.0,Credit card,2020-09-06 15:20:00
4725,4757,3,198.0,95.04,Home and lifestyle,5.0,Credit card,2020-10-01 20:39:00
4726,4758,3,117.0,56.16,Fashion accessories,9.0,Credit card,2020-09-25 18:27:00
4727,4759,1,69.0,33.12,Home and lifestyle,9.0,Credit card,2023-11-23 16:43:00
4728,4760,1,50.0,16.5,Fashion accessories,9.0,Credit card,2021-08-02 19:37:00
4729,4761,2,122.0,58.56,Home and lifestyle,6.0,Credit card,2020-08-09 16:56:00
4730,4762,1,83.0,39.84,Fashion accessories,8.0,Credit card,2022-10-26 17:43:00
4731,4763,1,71.0,34.08,Home and lifestyle,7.0,Credit card,2022-09-08 16:10:00
4732,4764,3,147.0,70.56,Fashion accessories,4.0,Credit card,2022-11-24 19:11:00
4733,4765,1,48.0,23.04,Home and lifestyle,5.0,Credit card,2020-10-01 15:47:00
4734,4766,1,62.0,20.46,Fashion accessories,6.0,Credit card,2021-08-24 19:34:00
4735,4767,3,201.0,96.48,Home and lifestyle,9.0,Credit card,2020-10-25 17:37:00
4736,4768,1,52.0,17.16,Fashion accessories,7.0,Credit card,2023-12-19 18:13:00
4737,4769,3,234.0,112.32,Home and lifestyle,7.0,Credit card,2021-08-13 19:50:00
4738,4770,1,35.0,11.55,Fashion accessories,5.0,Credit card,2020-11-21 17:15:00
4739,4771,3,213.0,70.29,Home and lifestyle,4.0,Credit card,2022-08-02 20:12:00
4740,4772,2,94.0,31.02,Fashion accessories,7.0,Credit card,2023-10-25 19:23:00
4741,4773,2,82.0,27.06,Home and lifestyle,6.0,Credit card,2023-12-21 18:10:00
4742,4774,1,72.0,34.56,Fashion accessories,9.0,Credit card,2021-11-15 19:29:00
4743,4775,1,51.0,18.36,Home and lifestyle,6.0,Credit card,2020-09-03 16:31:00
4744,4776,1,41.0,19.68,Fashion accessories,5.0,Credit card,2020-12-25 17:11:00
4745,4777,1,67.0,12.06,Home and lifestyle,6.0,Credit card,2020-12-11 20:28:00
4746,4778,2,44.0,21.12,Fashion accessories,7.0,Credit card,2021-08-13 16:53:00
4747,4779,3,222.0,73.26,Home and lifestyle,7.0,Credit card,2020-10-03 16:09:00
4748,4780,1,27.0,12.96,Fashion accessories,5.0,Credit card,2022-08-09 20:44:00
4749,4781,1,78.0,37.44,Home and lifestyle,4.0,Ewallet,2020-08-07 16:27:00
4750,4782,1,81.0,38.88,Fashion accessories,5.0,Credit card,2021-12-29 16:23:00
4751,4783,2,118.0,56.64,Home and lifestyle,6.0,Cash,2023-08-15 19:05:00
4752,4784,2,150.0,49.5,Fashion accessories,5.0,Credit card,2020-12-17 15:30:00
4753,4785,1,29.0,13.92,Home and lifestyle,5.0,Credit card,2022-10-30 20:50:00
4754,4786,2,60.0,28.8,Fashion accessories,9.0,Credit card,2021-10-26 20:21:00
4755,4787,2,88.0,42.24,Home and lifestyle,9.0,Credit card,2022-08-10 17:34:00
4756,4788,2,138.0,45.54,Fashion accessories,7.0,Credit card,2021-12-27 16:13:00
4757,4789,1,78.0,25.74,Home and lifestyle,9.0,Credit card,2021-11-27 16:47:00
4758,4790,1,32.0,10.56,Fashion accessories,7.0,Credit card,2021-11-01 20:50:00
4759,4791,1,18.0,5.94,Home and lifestyle,4.0,Credit card,2021-10-12 19:09:00
4760,4792,2,30.0,14.4,Fashion accessories,4.0,Credit card,2023-11-28 20:47:00
4761,4793,1,57.0,18.81,Home and lifestyle,7.0,Credit card,2023-11-06 19:39:00
4762,4794,3,150.0,49.5,Fashion accessories,7.0,Credit card,2023-10-31 15:42:00
4763,4795,3,201.0,66.33,Home and lifestyle,5.0,Credit card,2021-12-18 15:41:00
4764,4796,1,19.0,6.27,Fashion accessories,7.0,Credit card,2023-11-24 18:45:00
4765,4797,3,180.0,59.4,Home and lifestyle,4.0,Credit card,2020-08-29 20:02:00
4766,4798,1,42.0,7.56,Fashion accessories,4.0,Credit card,2020-09-10 20:20:00
4767,4799,3,78.0,37.44,Home and lifestyle,8.0,Credit card,2020-11-24 20:32:00
4768,4800,3,144.0,69.12,Fashion accessories,7.0,Credit card,2021-09-13 18:37:00
4769,4801,2,130.0,42.9,Home and lifestyle,9.0,Credit card,2020-12-16 18:29:00
4770,4802,3,102.0,33.66,Fashion accessories,8.0,Credit card,2022-08-22 16:39:00
4771,4803,2,80.0,38.4,Home and lifestyle,9.0,Credit card,2020-09-13 17:42:00
4772,4804,2,166.0,79.68,Fashion accessories,5.0,Credit card,2020-09-08 20:35:00
4773,4805,1,84.0,30.24,Home and lifestyle,9.0,Credit card,2020-10-27 19:39:00
4774,4806,3,252.0,83.16,Fashion accessories,4.0,Credit card,2020-11-28 18:15:00
4775,4807,2,126.0,41.58,Home and lifestyle,4.0,Credit card,2023-10-05 16:36:00
4776,4808,1,31.0,14.88,Fashion accessories,8.0,Credit card,2020-12-03 18:51:00
4777,4809,2,52.0,17.16,Home and lifestyle,8.0,Credit card,2022-10-13 17:39:00
4778,4810,2,62.0,29.76,Fashion accessories,7.0,Credit card,2020-09-27 18:41:00
4779,4811,1,27.0,12.96,Home and lifestyle,6.0,Credit card,2021-08-31 17:58:00
4780,4812,3,150.0,49.5,Fashion accessories,6.0,Credit card,2021-12-15 18:20:00
4781,4813,3,51.0,16.83,Home and lifestyle,5.0,Credit card,2020-08-20 15:03:00
4782,4814,3,240.0,115.2,Fashion accessories,5.0,Credit card,2021-11-01 15:50:00
4783,4815,1,48.0,23.04,Home and lifestyle,5.0,Credit card,2021-12-09 16:17:00
4784,4816,3,123.0,40.59,Fashion accessories,9.0,Credit card,2021-12-10 17:17:00
4785,4817,3,207.0,99.36,Home and lifestyle,8.0,Credit card,2022-11-19 17:40:00
4786,4818,3,174.0,31.32,Fashion accessories,6.0,Credit card,2020-09-30 18:48:00
4787,4819,2,124.0,40.92,Home and lifestyle,7.0,Credit card,2020-10-31 18:15:00
4788,4820,2,104.0,49.92,Fashion accessories,7.0,Ewallet,2021-12-04 15:35:00
4789,4821,3,129.0,61.92,Home and lifestyle,8.0,Credit card,2021-10-29 15:44:00
4790,4822,3,165.0,54.45,Fashion accessories,5.0,Credit card,2023-11-07 17:39:00
4791,4823,3,45.0,21.6,Home and lifestyle,7.0,Credit card,2021-09-24 15:16:00
4792,4824,1,42.0,15.12,Fashion accessories,5.0,Credit card,2020-08-25 20:49:00
4793,4825,3,153.0,50.49,Home and lifestyle,7.0,Credit card,2021-09-05 18:03:00
4794,4826,3,117.0,38.61,Fashion accessories,7.0,Credit card,2020-10-29 18:11:00
4795,4827,2,80.0,26.4,Home and lifestyle,8.0,Credit card,2021-09-26 19:07:00
4796,4828,3,216.0,71.28,Fashion accessories,9.0,Credit card,2020-08-08 17:44:00
4797,4829,1,69.0,33.12,Home and lifestyle,6.0,Credit card,2021-08-05 20:27:00
4798,4830,3,207.0,99.36,Fashion accessories,8.0,Cash,2023-09-13 19:25:00
4799,4831,1,76.0,13.68,Home and lifestyle,7.0,Credit card,2022-12-20 16:17:00
4800,4832,1,31.0,14.88,Fashion accessories,6.0,Credit card,2022-10-09 18:08:00
4801,4833,1,16.0,7.68,Home and lifestyle,8.0,Credit card,2021-10-21 15:29:00
4802,4834,3,183.0,87.84,Fashion accessories,9.0,Credit card,2023-11-16 18:31:00
4803,4835,3,213.0,102.24,Home and lifestyle,6.0,Credit card,2021-08-30 19:06:00
4804,4836,2,78.0,25.74,Fashion accessories,6.0,Credit card,2021-09-24 17:56:00
4805,4837,1,57.0,27.36,Home and lifestyle,5.0,Credit card,2020-11-19 17:05:00
4806,4838,3,234.0,77.22,Fashion accessories,6.0,Credit card,2020-09-25 15:57:00
4807,4839,2,144.0,47.52,Home and lifestyle,7.0,Credit card,2022-09-20 20:12:00
4808,4840,1,76.0,15.96,Fashion accessories,4.0,Credit card,2023-10-22 19:38:00
4809,4841,1,27.0,12.96,Home and lifestyle,4.0,Credit card,2023-11-22 17:21:00
4810,4842,2,162.0,77.76,Fashion accessories,9.0,Credit card,2022-09-24 15:17:00
4811,4843,3,99.0,56.43,Home and lifestyle,5.0,Credit card,2021-09-08 18:58:00
4812,4844,3,111.0,53.28,Fashion accessories,6.0,Credit card,2022-09-21 20:55:00
4813,4845,1,28.0,15.96,Home and lifestyle,7.0,Credit card,2023-09-15 18:46:00
4814,4846,1,34.0,11.22,Fashion accessories,7.0,Credit card,2021-10-24 20:40:00
4815,4847,3,162.0,53.46,Home and lifestyle,8.0,Credit card,2022-12-23 15:53:00
4816,4848,2,96.0,46.08,Fashion accessories,4.0,Credit card,2021-09-16 20:30:00
4817,4849,3,159.0,52.47,Home and lifestyle,8.0,Credit card,2021-09-15 15:19:00
4818,4850,3,162.0,53.46,Fashion accessories,9.0,Credit card,2022-10-15 19:32:00
4819,4851,2,124.0,44.64,Home and lifestyle,4.0,Credit card,2021-12-10 18:11:00
4820,4852,2,54.0,17.82,Fashion accessories,9.0,Credit card,2023-12-29 16:05:00
4821,4853,3,99.0,47.52,Home and lifestyle,9.0,Credit card,2022-10-27 19:55:00
4822,4854,1,76.0,36.48,Fashion accessories,8.0,Credit card,2020-11-02 15:43:00
4823,4855,1,85.0,28.05,Home and lifestyle,8.0,Credit card,2022-08-31 15:02:00
4824,4856,2,150.0,72.0,Fashion accessories,8.0,Credit card,2023-12-29 19:56:00
4825,4857,3,66.0,21.78,Home and lifestyle,8.0,Credit card,2021-10-15 17:19:00
4826,4858,2,154.0,73.92,Fashion accessories,6.0,Credit card,2020-09-02 19:10:00
4827,4859,1,29.0,9.57,Home and lifestyle,5.0,Credit card,2023-12-14 17:12:00
4828,4860,1,82.0,14.76,Fashion accessories,7.0,Credit card,2020-10-14 16:30:00
4829,4861,3,252.0,120.96,Home and lifestyle,4.0,Credit card,2023-09-13 19:47:00
4830,4862,1,57.0,27.36,Fashion accessories,6.0,Credit card,2021-10-09 17:08:00
4831,4863,2,144.0,69.12,Home and lifestyle,8.0,Credit card,2023-10-27 17:54:00
4832,4864,1,45.0,14.85,Fashion accessories,5.0,Credit card,2021-09-26 16:44:00
4833,4865,3,90.0,29.7,Home and lifestyle,8.0,Credit card,2020-08-12 16:44:00
4834,4866,2,150.0,54.0,Fashion accessories,9.0,Credit card,2023-09-18 16:01:00
4835,4867,2,138.0,66.24,Home and lifestyle,4.0,Credit card,2021-09-07 18:13:00
4836,4868,3,96.0,46.08,Fashion accessories,4.0,Credit card,2021-08-29 20:55:00
4837,4869,3,84.0,27.72,Home and lifestyle,4.0,Credit card,2020-09-23 18:10:00
4838,4870,2,126.0,60.48,Fashion accessories,4.0,Credit card,2023-11-01 20:54:00
4839,4871,1,31.0,14.88,Home and lifestyle,4.0,Credit card,2021-10-01 15:03:00
4840,4872,3,117.0,21.06,Fashion accessories,7.0,Credit card,2022-12-26 17:06:00
4841,4873,2,146.0,26.28,Home and lifestyle,6.0,Credit card,2020-08-28 15:35:00
4842,4874,1,15.0,4.95,Fashion accessories,7.0,Credit card,2021-08-29 15:27:00
4843,4875,2,44.0,14.52,Home and lifestyle,5.0,Credit card,2023-12-22 19:39:00
4844,4876,2,110.0,52.8,Fashion accessories,6.0,Credit card,2023-09-26 17:57:00
4845,4877,2,66.0,31.68,Home and lifestyle,8.0,Credit card,2020-11-26 20:09:00
4846,4878,2,62.0,29.76,Fashion accessories,7.0,Credit card,2023-08-10 16:09:00
4847,4879,2,72.0,23.76,Home and lifestyle,9.0,Credit card,2023-08-06 20:30:00
4848,4880,1,47.0,16.92,Fashion accessories,9.0,Credit card,2021-10-06 17:51:00
4849,4881,1,17.0,8.16,Home and lifestyle,4.0,Credit card,2022-12-28 15:26:00
4850,4882,3,51.0,24.48,Fashion accessories,7.0,Credit card,2022-09-29 15:29:00
4851,4883,3,45.0,14.85,Home and lifestyle,8.0,Credit card,2022-08-18 17:53:00
4852,4884,2,38.0,18.24,Fashion accessories,7.0,Credit card,2023-12-21 20:35:00
4853,4885,1,62.0,29.76,Home and lifestyle,5.0,Credit card,2022-08-19 20:09:00
4854,4886,3,195.0,93.6,Fashion accessories,5.0,Credit card,2022-12-10 17:47:00
4855,4887,1,23.0,4.14,Home and lifestyle,5.0,Credit card,2020-12-24 16:31:00
4856,4888,3,237.0,49.77,Fashion accessories,7.0,Credit card,2021-09-24 18:24:00
4857,4889,3,60.0,28.8,Home and lifestyle,4.0,Credit card,2023-08-10 17:02:00
4858,4890,2,68.0,22.44,Fashion accessories,9.0,Credit card,2022-12-31 18:04:00
4859,4891,1,85.0,28.05,Home and lifestyle,7.0,Credit card,2021-11-11 20:56:00
4860,4892,1,15.0,7.2,Fashion accessories,4.0,Credit card,2020-10-07 20:49:00
4861,4893,2,142.0,68.16,Home and lifestyle,6.0,Credit card,2020-08-16 16:29:00
4862,4894,1,69.0,33.12,Fashion accessories,8.0,Credit card,2021-12-01 15:45:00
4863,4895,3,90.0,29.7,Home and lifestyle,9.0,Credit card,2021-11-17 18:20:00
4864,4896,3,120.0,57.6,Fashion accessories,5.0,Credit card,2021-12-22 20:27:00
4865,4897,1,15.0,4.95,Home and lifestyle,4.0,Credit card,2022-09-18 16:20:00
4866,4898,2,42.0,7.56,Fashion accessories,5.0,Credit card,2022-12-06 20:40:00
4867,4899,3,66.0,31.68,Home and lifestyle,9.0,Credit card,2022-09-30 20:03:00
4868,4900,2,86.0,28.38,Fashion accessories,5.0,Credit card,2020-12-01 16:31:00
4869,4901,2,36.0,17.28,Home and lifestyle,8.0,Credit card,2020-11-11 18:23:00
4870,4902,1,70.0,33.6,Fashion accessories,6.0,Credit card,2023-08-01 20:08:00
4871,4903,3,162.0,77.76,Home and lifestyle,5.0,Credit card,2021-09-02 18:13:00
4872,4904,2,162.0,77.76,Fashion accessories,7.0,Cash,2021-08-20 18:25:00
4873,4905,1,58.0,27.84,Home and lifestyle,4.0,Credit card,2022-12-09 18:27:00
4874,4906,2,82.0,27.06,Fashion accessories,4.0,Credit card,2023-11-29 20:41:00
4875,4907,3,207.0,74.52,Home and lifestyle,5.0,Credit card,2021-08-27 17:16:00
4876,4908,1,74.0,24.42,Fashion accessories,7.0,Credit card,2022-09-02 18:56:00
4877,4909,1,33.0,11.88,Home and lifestyle,6.0,Credit card,2020-12-24 15:03:00
4878,4910,2,136.0,44.88,Fashion accessories,4.0,Credit card,2023-12-23 18:36:00
4879,4911,1,48.0,8.64,Home and lifestyle,9.0,Credit card,2022-12-02 18:48:00
4880,4912,3,45.0,21.6,Fashion accessories,9.0,Credit card,2021-09-01 17:27:00
4881,4913,2,100.0,33.0,Home and lifestyle,6.0,Credit card,2022-09-06 17:56:00
4882,4914,2,158.0,75.84,Fashion accessories,5.0,Credit card,2023-08-06 15:58:00
4883,4915,1,48.0,23.04,Home and lifestyle,4.0,Cash,2023-08-22 18:05:00
4884,4916,2,150.0,49.5,Fashion accessories,6.0,Credit card,2023-10-01 15:44:00
4885,4917,3,108.0,51.84,Home and lifestyle,7.0,Credit card,2021-09-30 18:44:00
4886,4918,2,160.0,76.8,Fashion accessories,8.0,Credit card,2021-12-10 20:25:00
4887,4919,2,56.0,10.08,Home and lifestyle,7.0,Credit card,2023-08-03 15:25:00
4888,4920,3,219.0,105.12,Fashion accessories,9.0,Credit card,2020-12-28 19:04:00
4889,4921,2,150.0,72.0,Home and lifestyle,7.0,Credit card,2020-10-10 18:50:00
4890,4922,3,69.0,22.77,Fashion accessories,5.0,Credit card,2022-09-17 18:19:00
4891,4923,1,28.0,9.24,Home and lifestyle,6.0,Credit card,2020-08-04 16:35:00
4892,4924,1,72.0,34.56,Fashion accessories,4.0,Credit card,2021-12-01 18:41:00
4893,4925,1,32.0,15.36,Home and lifestyle,4.0,Credit card,2021-12-15 15:31:00
4894,4926,3,171.0,82.08,Fashion accessories,7.0,Credit card,2023-11-21 15:10:00
4895,4927,3,141.0,67.68,Home and lifestyle,6.0,Credit card,2020-08-23 17:16:00
4896,4928,2,162.0,53.46,Fashion accessories,8.0,Credit card,2023-08-28 17:39:00
4897,4929,3,126.0,60.48,Home and lifestyle,9.0,Credit card,2023-08-17 19:47:00
4898,4930,1,84.0,40.32,Fashion accessories,7.0,Credit card,2022-12-03 20:42:00
4899,4931,1,34.0,16.32,Home and lifestyle,8.0,Credit card,2022-12-13 18:09:00
4900,4932,2,166.0,79.68,Fashion accessories,7.0,Credit card,2020-10-07 16:52:00
4901,4933,1,54.0,25.92,Home and lifestyle,9.0,Credit card,2021-11-25 17:46:00
4902,4934,2,126.0,60.48,Fashion accessories,7.0,Credit card,2023-10-02 18:47:00
4903,4935,2,132.0,43.56,Home and lifestyle,6.0,Credit card,2023-09-17 17:53:00
4904,4936,1,20.0,6.6,Fashion accessories,6.0,Credit card,2021-10-17 17:08:00
4905,4937,2,54.0,25.92,Home and lifestyle,5.0,Credit card,2023-10-18 19:11:00
4906,4938,3,234.0,112.32,Fashion accessories,9.0,Credit card,2023-11-07 15:09:00
4907,4939,2,146.0,70.08,Home and lifestyle,6.0,Credit card,2023-11-20 15:39:00
4908,4940,3,84.0,40.32,Fashion accessories,4.0,Credit card,2023-10-19 20:16:00
4909,4941,3,189.0,34.02,Home and lifestyle,6.0,Credit card,2023-11-01 20:04:00
4910,4942,1,16.0,7.68,Fashion accessories,8.0,Credit card,2023-12-02 18:58:00
4911,4943,1,26.0,8.58,Home and lifestyle,9.0,Credit card,2021-09-16 18:19:00
4912,4944,3,81.0,38.88,Fashion accessories,4.0,Credit card,2021-10-26 19:33:00
4913,4945,2,166.0,59.76,Home and lifestyle,6.0,Credit card,2022-10-12 19:59:00
4914,4946,3,210.0,100.8,Fashion accessories,5.0,Credit card,2022-09-24 15:25:00
4915,4947,3,213.0,76.68,Home and lifestyle,5.0,Credit card,2023-10-29 16:26:00
4916,4948,2,110.0,52.8,Fashion accessories,9.0,Credit card,2021-08-05 20:21:00
4917,4949,1,20.0,9.6,Home and lifestyle,7.0,Credit card,2020-08-21 15:46:00
4918,4950,1,48.0,15.84,Fashion accessories,7.0,Credit card,2022-12-12 20:05:00
4919,4951,2,82.0,39.36,Home and lifestyle,6.0,Credit card,2021-12-01 16:39:00
4920,4952,3,243.0,80.19,Fashion accessories,4.0,Credit card,2022-10-01 20:41:00
4921,4953,1,62.0,29.76,Home and lifestyle,4.0,Credit card,2021-11-07 18:24:00
4922,4954,3,69.0,22.77,Fashion accessories,8.0,Credit card,2023-12-31 15:54:00
4923,4955,3,198.0,65.34,Home and lifestyle,8.0,Credit card,2020-08-31 19:03:00
4924,4956,2,126.0,41.58,Fashion accessories,5.0,Credit card,2021-10-15 18:48:00
4925,4957,2,54.0,25.92,Home and lifestyle,9.0,Credit card,2022-12-18 15:34:00
4926,4958,2,72.0,23.76,Fashion accessories,7.0,Credit card,2020-11-20 20:25:00
4927,4959,1,53.0,17.49,Home and lifestyle,6.0,Credit card,2023-12-25 18:12:00
4928,4960,1,65.0,31.2,Fashion accessories,5.0,Credit card,2023-12-19 19:40:00
4929,4961,2,76.0,25.08,Home and lifestyle,4.0,Credit card,2023-08-14 16:23:00
4930,4962,1,75.0,36.0,Fashion accessories,7.0,Credit card,2021-09-15 18:30:00
4931,4963,2,114.0,54.72,Home and lifestyle,8.0,Credit card,2023-10-06 18:49:00
4932,4964,1,20.0,9.6,Fashion accessories,8.0,Credit card,2020-09-12 20:19:00
4933,4965,3,186.0,61.38,Home and lifestyle,4.0,Credit card,2021-09-13 19:20:00
4934,4966,1,26.0,8.58,Fashion accessories,5.0,Credit card,2020-09-03 17:20:00
4935,4967,1,67.0,32.16,Home and lifestyle,8.0,Credit card,2023-08-06 19:29:00
4936,4968,2,162.0,53.46,Fashion accessories,9.0,Credit card,2020-09-30 16:47:00
4937,4969,3,108.0,51.84,Home and lifestyle,6.0,Credit card,2023-10-07 15:29:00
4938,4970,3,210.0,69.3,Fashion accessories,7.0,Credit card,2020-08-07 20:11:00
4939,4971,2,84.0,27.72,Home and lifestyle,9.0,Credit card,2020-11-07 17:47:00
4940,4972,1,46.0,15.18,Fashion accessories,8.0,Credit card,2021-11-26 18:05:00
4941,4973,2,152.0,50.16,Home and lifestyle,7.0,Credit card,2020-12-21 18:56:00
4942,4974,3,105.0,34.65,Fashion accessories,4.0,Credit card,2020-10-29 15:23:00
4943,4975,2,166.0,79.68,Home and lifestyle,4.0,Credit card,2023-09-02 16:42:00
4944,4976,2,110.0,52.8,Fashion accessories,4.0,Credit card,2021-10-01 15:48:00
4945,4977,3,123.0,40.59,Home and lifestyle,7.0,Credit card,2021-12-01 15:57:00
4946,4978,1,72.0,23.76,Fashion accessories,9.0,Credit card,2022-08-20 18:46:00
4947,4979,2,130.0,62.4,Home and lifestyle,5.0,Credit card,2021-08-13 20:12:00
4948,4980,1,35.0,11.55,Fashion accessories,5.0,Credit card,2020-09-20 18:10:00
4949,4981,3,174.0,83.52,Home and lifestyle,8.0,Credit card,2021-11-06 15:05:00
4950,4982,1,67.0,24.12,Fashion accessories,8.0,Credit card,2023-12-24 20:40:00
4951,4983,1,56.0,26.88,Home and lifestyle,9.0,Credit card,2023-09-28 16:59:00
4952,4984,3,201.0,96.48,Fashion accessories,4.0,Credit card,2023-11-30 20:21:00
4953,4985,1,79.0,37.92,Home and lifestyle,6.0,Credit card,2021-09-22 17:21:00
4954,4986,3,129.0,42.57,Fashion accessories,8.0,Credit card,2020-10-05 19:05:00
4955,4987,1,61.0,34.77,Home and lifestyle,8.0,Credit card,2023-10-31 15:17:00
4956,4988,3,171.0,56.43,Fashion accessories,9.0,Credit card,2022-09-25 18:15:00
4957,4989,2,164.0,29.52,Home and lifestyle,9.0,Credit card,2023-12-27 18:35:00
4958,4990,1,62.0,20.46,Fashion accessories,5.0,Credit card,2023-11-20 15:59:00
4959,4991,2,126.0,60.48,Home and lifestyle,9.0,Credit card,2023-11-29 16:49:00
4960,4992,3,192.0,63.36,Fashion accessories,8.0,Credit card,2021-10-01 16:05:00
4961,4993,1,43.0,20.64,Home and lifestyle,6.0,Credit card,2020-08-20 17:51:00
4962,4994,3,210.0,100.8,Fashion accessories,6.0,Credit card,2020-12-01 17:11:00
4963,4995,3,117.0,56.16,Home and lifestyle,6.0,Credit card,2023-11-21 19:11:00
4964,4996,3,210.0,75.6,Fashion accessories,8.0,Credit card,2021-10-01 17:57:00
4965,4997,3,57.0,18.81,Home and lifestyle,8.0,Credit card,2021-09-15 17:59:00
4966,4998,2,134.0,44.22,Fashion accessories,5.0,Credit card,2020-09-17 20:35:00
4967,4999,2,130.0,62.4,Home and lifestyle,6.0,Credit card,2023-12-08 20:48:00
4968,5000,2,100.0,57.0,Fashion accessories,7.0,Credit card,2022-10-21 16:17:00
4969,5001,3,87.0,28.71,Home and lifestyle,5.0,Credit card,2023-12-02 19:45:00
4970,5002,3,114.0,37.62,Fashion accessories,5.0,Credit card,2022-08-20 19:29:00
4971,5003,1,84.0,40.32,Home and lifestyle,9.0,Credit card,2022-11-13 18:29:00
4972,5004,1,33.0,10.89,Fashion accessories,4.0,Credit card,2023-12-17 17:14:00
4973,5005,3,183.0,60.39,Home and lifestyle,4.0,Credit card,2020-08-25 16:37:00
4974,5006,1,53.0,25.44,Fashion accessories,5.0,Credit card,2023-08-20 17:39:00
4975,5007,3,141.0,67.68,Home and lifestyle,8.0,Credit card,2021-08-15 18:41:00
4976,5008,1,83.0,27.39,Fashion accessories,9.0,Credit card,2023-12-15 17:08:00
4977,5009,3,183.0,87.84,Home and lifestyle,4.0,Credit card,2022-08-02 19:48:00
4978,5010,1,26.0,8.58,Fashion accessories,8.0,Credit card,2021-12-17 19:05:00
4979,5011,3,219.0,105.12,Home and lifestyle,8.0,Credit card,2023-09-29 19:08:00
4980,5012,2,32.0,18.24,Fashion accessories,4.0,Credit card,2022-11-06 19:16:00
4981,5013,1,75.0,24.75,Home and lifestyle,9.0,Credit card,2020-11-28 20:57:00
4982,5014,3,102.0,48.96,Fashion accessories,6.0,Cash,2023-10-26 19:44:00
4983,5015,1,20.0,9.6,Home and lifestyle,6.0,Credit card,2021-09-22 15:40:00
4984,5016,3,72.0,34.56,Fashion accessories,8.0,Credit card,2022-08-21 17:40:00
4985,5017,2,126.0,60.48,Home and lifestyle,5.0,Credit card,2023-08-04 20:57:00
4986,5018,1,29.0,16.53,Fashion accessories,9.0,Credit card,2022-08-15 19:50:00
4987,5019,1,79.0,26.07,Home and lifestyle,8.0,Credit card,2021-11-22 19:16:00
4988,5020,2,42.0,20.16,Fashion accessories,9.0,Cash,2021-09-24 19:56:00
4989,5021,1,73.0,13.14,Home and lifestyle,8.0,Credit card,2020-11-14 18:11:00
4990,5022,2,60.0,28.8,Fashion accessories,7.0,Credit card,2022-09-28 20:49:00
4991,5023,1,82.0,27.06,Home and lifestyle,9.0,Credit card,2022-10-20 15:59:00
4992,5024,1,48.0,23.04,Fashion accessories,9.0,Cash,2022-10-17 16:07:00
4993,5025,3,243.0,116.64,Home and lifestyle,5.0,Credit card,2021-10-04 19:41:00
4994,5026,2,138.0,45.54,Fashion accessories,5.0,Credit card,2020-10-04 19:49:00
4995,5027,3,48.0,23.04,Home and lifestyle,7.0,Credit card,2020-08-02 18:43:00
4996,5028,3,201.0,96.48,Fashion accessories,6.0,Credit card,2022-09-07 20:57:00
4997,5029,1,45.0,21.6,Home and lifestyle,4.0,Credit card,2022-08-08 20:29:00
4998,5030,3,96.0,17.28,Fashion accessories,4.0,Credit card,2022-09-18 16:39:00
